question,query,all_values_found,hardness,groq_llama-3.3-70b-versatile_False_False_comparison_fewshot_model_prediction,groq_llama-3.3-70b-versatile_False_False_comparison_fewshot_executable,groq_llama-3.3-70b-versatile_False_False_comparison_fewshot_correct,openai_gpt-4o_False_False_comparison_fewshot_model_prediction,openai_gpt-4o_False_False_comparison_fewshot_executable,openai_gpt-4o_False_False_comparison_fewshot_correct,groq_gemma2-9b-it_False_False_comparison_fewshot_model_prediction,groq_gemma2-9b-it_False_False_comparison_fewshot_executable,groq_gemma2-9b-it_False_False_comparison_fewshot_correct,groq_llama-3.1-8b-instant_False_False_comparison_fewshot_model_prediction,groq_llama-3.1-8b-instant_False_False_comparison_fewshot_executable,groq_llama-3.1-8b-instant_False_False_comparison_fewshot_correct,openai_gpt-4.1_False_True_comparison_fewshot_model_prediction,openai_gpt-4.1_False_True_comparison_fewshot_executable,openai_gpt-4.1_False_True_comparison_fewshot_correct,openai_gpt-4o_True_True_comparison_fewshot_model_prediction,openai_gpt-4o_True_True_comparison_fewshot_executable,openai_gpt-4o_True_True_comparison_fewshot_correct,groq_qwen-qwen3-32b_False_False_comparison_fewshot_model_prediction,groq_qwen-qwen3-32b_False_False_comparison_fewshot_executable,groq_qwen-qwen3-32b_False_False_comparison_fewshot_correct,openai_gpt-4.1_True_True_comparison_fewshot_model_prediction,openai_gpt-4.1_True_True_comparison_fewshot_executable,openai_gpt-4.1_True_True_comparison_fewshot_correct,groq_llama-3.3-70b-versatile_False_True_comparison_fewshot_model_prediction,groq_llama-3.3-70b-versatile_False_True_comparison_fewshot_executable,groq_llama-3.3-70b-versatile_False_True_comparison_fewshot_correct,openai_gpt-4o_False_True_comparison_fewshot_model_prediction,openai_gpt-4o_False_True_comparison_fewshot_executable,openai_gpt-4o_False_True_comparison_fewshot_correct,groq_llama-3.3-70b-versatile_True_True_comparison_fewshot_model_prediction,groq_llama-3.3-70b-versatile_True_True_comparison_fewshot_executable,groq_llama-3.3-70b-versatile_True_True_comparison_fewshot_correct,groq_deepseek-r1-distill-llama-70b_False_False_comparison_fewshot_model_prediction,groq_deepseek-r1-distill-llama-70b_False_False_comparison_fewshot_executable,groq_deepseek-r1-distill-llama-70b_False_False_comparison_fewshot_correct,openai_gpt-4.1_False_False_comparison_fewshot_model_prediction,openai_gpt-4.1_False_False_comparison_fewshot_executable,openai_gpt-4.1_False_False_comparison_fewshot_correct,groq_compound-beta_False_False_comparison_fewshot_model_prediction,groq_compound-beta_False_False_comparison_fewshot_executable,groq_compound-beta_False_False_comparison_fewshot_correct,groq_llama-3.3-70b-versatile_False_False_comparison_non_fewshot_model_prediction,groq_llama-3.3-70b-versatile_False_False_comparison_non_fewshot_executable,groq_llama-3.3-70b-versatile_False_False_comparison_non_fewshot_correct,openai_gpt-4o_False_False_comparison_non_fewshot_model_prediction,openai_gpt-4o_False_False_comparison_non_fewshot_executable,openai_gpt-4o_False_False_comparison_non_fewshot_correct,groq_gemma2-9b-it_False_False_comparison_non_fewshot_model_prediction,groq_gemma2-9b-it_False_False_comparison_non_fewshot_executable,groq_gemma2-9b-it_False_False_comparison_non_fewshot_correct,groq_llama-3.1-8b-instant_False_False_comparison_non_fewshot_model_prediction,groq_llama-3.1-8b-instant_False_False_comparison_non_fewshot_executable,groq_llama-3.1-8b-instant_False_False_comparison_non_fewshot_correct,openai_gpt-4.1_False_True_comparison_non_fewshot_model_prediction,openai_gpt-4.1_False_True_comparison_non_fewshot_executable,openai_gpt-4.1_False_True_comparison_non_fewshot_correct,openai_gpt-4o_True_True_comparison_non_fewshot_model_prediction,openai_gpt-4o_True_True_comparison_non_fewshot_executable,openai_gpt-4o_True_True_comparison_non_fewshot_correct,openai_4o_False_False_generated_comparison_non_fewshot_model_prediction,openai_4o_False_False_generated_comparison_non_fewshot_executable,openai_4o_False_False_generated_comparison_non_fewshot_correct,groq_qwen-qwen3-32b_False_False_comparison_non_fewshot_model_prediction,groq_qwen-qwen3-32b_False_False_comparison_non_fewshot_executable,groq_qwen-qwen3-32b_False_False_comparison_non_fewshot_correct,openai_gpt-4.1_True_True_comparison_non_fewshot_model_prediction,openai_gpt-4.1_True_True_comparison_non_fewshot_executable,openai_gpt-4.1_True_True_comparison_non_fewshot_correct,groq_llama-3.3-70b-versatile_False_True_comparison_non_fewshot_model_prediction,groq_llama-3.3-70b-versatile_False_True_comparison_non_fewshot_executable,groq_llama-3.3-70b-versatile_False_True_comparison_non_fewshot_correct,openai_gpt-4o_False_True_comparison_non_fewshot_model_prediction,openai_gpt-4o_False_True_comparison_non_fewshot_executable,openai_gpt-4o_False_True_comparison_non_fewshot_correct,groq_llama-3.3-70b-versatile_True_True_comparison_non_fewshot_model_prediction,groq_llama-3.3-70b-versatile_True_True_comparison_non_fewshot_executable,groq_llama-3.3-70b-versatile_True_True_comparison_non_fewshot_correct,groq_deepseek-r1-distill-llama-70b_False_False_comparison_non_fewshot_model_prediction,groq_deepseek-r1-distill-llama-70b_False_False_comparison_non_fewshot_executable,groq_deepseek-r1-distill-llama-70b_False_False_comparison_non_fewshot_correct,openai_gpt-4.1_False_False_comparison_non_fewshot_model_prediction,openai_gpt-4.1_False_False_comparison_non_fewshot_executable,openai_gpt-4.1_False_False_comparison_non_fewshot_correct,groq_compound-beta_False_False_comparison_non_fewshot_model_prediction,groq_compound-beta_False_False_comparison_non_fewshot_executable,groq_compound-beta_False_False_comparison_non_fewshot_correct,groq_allam-2-7b_False_False_comparison_non_fewshot_model_prediction,groq_allam-2-7b_False_False_comparison_non_fewshot_executable,groq_allam-2-7b_False_False_comparison_non_fewshot_correct
Find the total cost of the project Theseus,SELECT T1.total_cost FROM projects AS T1 WHERE T1.title = 'Theseus',True,easy,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE acronym = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus';,True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,,False,False
Show total cost of project with title Theseus,SELECT T1.total_cost FROM projects AS T1 WHERE T1.title = 'Theseus',True,easy,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,"SELECT title, total_cost FROM projects WHERE title = 'Theseus';",True,False,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,SELECT total_cost FROM projects WHERE title = 'Theseus',True,True,-- SQL generation failed,False,False,,False,False
Show me the acronyms of projects that started in 2018,SELECT acronym FROM projects WHERE start_year = 2018,True,easy,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018;,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,,False,False
Get acronyms of projects beginning in 2018,SELECT acronym FROM projects WHERE start_year = 2018,True,easy,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018;,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,SELECT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,SELECT DISTINCT acronym FROM projects WHERE start_year = 2018,True,True,-- SQL generation failed,False,False,,False,False
Show me the titles of projects that started before 2016,SELECT title FROM projects WHERE start_year < 2016,True,easy,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016;,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,,False,False
Find titles of projects which started earlier than 2016,SELECT title FROM projects WHERE start_year < 2016,True,easy,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016;,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,SELECT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,SELECT DISTINCT title FROM projects WHERE start_year < 2016,True,True,-- SQL generation failed,False,False,,False,False
Find institutions from the region of Nordjylland,SELECT T1.institutions_name FROM institutions AS T1 JOIN eu_territorial_units AS T2 ON T1.geocode_regions_3 = T2.geocode_regions WHERE T2.description = 'Nordjylland',True,medium,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions.full_name FROM institutions JOIN eu_territorial_units ON institutions.geocode_regions_3 = eu_territorial_units.code WHERE eu_territorial_units.description = 'Nordjylland',False,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland';,True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 IN (SELECT geocode_regions FROM eu_territorial_units WHERE description = 'Nordjylland'),True,True,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,,False,False
Show the name of institutions based in Nordjylland,SELECT T1.institutions_name FROM institutions AS T1 JOIN eu_territorial_units AS T2 ON T1.geocode_regions_3 = T2.geocode_regions WHERE T2.description = 'Nordjylland',True,medium,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions.full_name FROM institutions JOIN eu_territorial_units ON institutions.geocode_regions_3 = eu_territorial_units.code WHERE eu_territorial_units.description = 'Nordjylland',False,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland';,True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 IN (SELECT geocode_regions FROM eu_territorial_units WHERE description = 'Nordjylland'),True,True,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,SELECT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,SELECT DISTINCT institutions_name FROM institutions WHERE geocode_regions_3 = 'Nordjylland',True,False,-- SQL generation failed,False,False,,False,False
Find the name of principal investigators in projects that started in 2014,SELECT T2.full_name FROM projects AS T1 join people as T2 on T1.principal_investigator = T2.unics_id WHERE T1.start_year = 2014,True,medium,SELECT principal_investigator FROM projects WHERE start_year = 2014,True,False,SELECT DISTINCT principal_investigator FROM projects WHERE start_year = 2014,True,False,-- SQL generation failed,False,False,SELECT principal_investigator FROM projects WHERE start_year = 2014,True,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,-- SQL generation failed,False,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT T2.full_name FROM projects AS T1 JOIN people AS T2 ON T1.principal_investigator = T2.unics_id WHERE T1.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,-- SQL generation failed,False,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,-- SQL generation failed,False,False,SELECT principal_investigator FROM projects WHERE start_year = 2014,True,False,SELECT DISTINCT principal_investigator FROM projects WHERE start_year = 2014,True,False,SELECT people.full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT principal_investigator FROM projects WHERE start_year = 2014,True,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT DISTINCT principal_investigator FROM projects WHERE start_year = 2014;,True,False,-- SQL generation failed,False,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT T1.full_name FROM people AS T1 INNER JOIN projects AS T2 ON T1.unics_id = T2.principal_investigator WHERE T2.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT full_name FROM people WHERE unics_id IN (SELECT principal_investigator FROM projects WHERE start_year = 2014),True,True,-- SQL generation failed,False,False,SELECT DISTINCT full_name FROM people WHERE unics_id IN (SELECT principal_investigator FROM projects WHERE start_year = 2014),True,True,-- SQL generation failed,False,False,,False,False
Show the full name of people being investigators in projects that began in 2014,SELECT T2.full_name FROM projects AS T1 join people as T2 on T1.principal_investigator = T2.unics_id WHERE T1.start_year = 2014,True,medium,SELECT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT DISTINCT principal_investigator FROM projects WHERE start_year = 2014,True,False,-- SQL generation failed,False,False,SELECT full_name FROM people WHERE unics_id IN (SELECT principal_investigator FROM projects WHERE start_year = 2014),True,True,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,-- SQL generation failed,False,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT T2.full_name FROM projects AS T1 JOIN people AS T2 ON T1.principal_investigator = T2.unics_id WHERE T1.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,-- SQL generation failed,False,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,-- SQL generation failed,False,False,SELECT full_name FROM people WHERE project IN (SELECT project FROM projects WHERE start_year = 2014),False,False,SELECT DISTINCT principal_investigator FROM projects WHERE start_year = 2014,True,False,SELECT people.full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT full_name FROM people WHERE start_year = 2014,False,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT DISTINCT p.full_name FROM people p JOIN projects pr ON p.unics_id = pr.principal_investigator WHERE pr.start_year = 2014;,True,True,-- SQL generation failed,False,False,SELECT DISTINCT people.full_name FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE projects.start_year = 2014,True,True,SELECT T1.full_name FROM people AS T1 INNER JOIN projects AS T2 ON T1.unics_id = T2.principal_investigator WHERE T2.start_year = 2014,True,True,SELECT DISTINCT full_name FROM people JOIN projects ON people.unics_id = projects.principal_investigator WHERE projects.start_year = 2014,True,True,SELECT full_name FROM people WHERE unics_id IN (SELECT principal_investigator FROM projects WHERE start_year = 2014),True,True,-- SQL generation failed,False,False,SELECT DISTINCT full_name FROM people WHERE unics_id IN (SELECT principal_investigator FROM projects WHERE start_year = 2014),True,True,-- SQL generation failed,False,False,,False,False
